id,original,simplified
4884,"La evasión por su parte, o sea, lo que deja de pagarse al fisco, se estima entre 20 % y 25 %, aprox. del valor por recaudar.",La evasión es no pagar al fisco. Está aproximadamente entre veinte y veinticinco por ciento del valor por cobrar.
4885,Para evitarla siempre debemos pedir la boleta o factura de las compras que realizamos.,Para evitarla debemos pedir la factura de las compras realizadas.
4886,Este impuesto se calcula para las rentas del capital y supone gravar las utilidades de las empresas y las ganancias de las inversiones de per - sonas naturales y jurídicas.,Este impuesto se calcula para las rentas del capital. Supone gravar las ganancias de las empresas  las inversiones de personas naturales y jurídicas.
4887,"También afecta a las rentas del trabajo, que corresponde a los ingresos de los empleados y jubilados por con-cepto de sueldos, honorarios y pensiones.","También afecta las rentas del trabajo. Estas son los ingresos por salarios, honorarios y pensiones de los empleados y pensionados."
4888,"La clasificación y las tasas de la Ley de Renta vigente durante 2019 se resumen a continuación:
Categorías del impuesto a la renta
CATEGORÍASTIPOS DE RENTASTASAS DE IMPUESTO AFECTA APRIMERA CATEGORÍA RENTAS DEL CAPITAL TASA GENERAL DE 25 % O 27,5 % LAS UTILIDADES DE EMPRESAS E INVERSIONES DE PERSONASSEGUNDA CATEGORÍA RENTAS DEL TRABAJO PROGRESIVA POR TRAMOS(DESDE 0 % A 40 %)LOS INGRESOS DE TRABAJADORES DEPENDIENTES Y PENSIONADOSIMPUESTO GLOBAL COMPLE–MENTARIOSUMA DE TODAS LAS RENTASPROGRESIVA POR TRAMOS (DESDE 0 % A 40 %),MENOS LOS IMPUESTOS DE PRIMERA Y SEGUNDA CATEGORÍAS PAGADOSTODAS LAS RENTAS (DEL CAPITAL Y DEL TRABAJO) DE LAS PERSONAS 
IMPUESTO ADICIONAL RENTAS DE NO RESIDENTES (EXTRANJEROS)TASA DE 35 % LAS TRANSFERENCIAS FUERA DEL PAÍS.","A continuación, resumimos la clasificación y las tasas de la Ley de Renta vigente en dos mil diecinueve:                          Categorías del impuesto a la renta.                                               Primera categoría tiene una tasa general de veinticinco o veintisiete coma cinco por ciento de las ganancias de empresas e inversiones de personas.                                                      Segunda categoría son las rentas del trabajo progresivo por tramos desde cero a cuarenta por ciento. Los ingresos de trabajadores dependientes y pensionados.                                                                                           El impuesto global complementario es la suma de todas las rentas progresiva por tramos menos los impuestos de primera y segunda categorías pagados.    El impuesto adicional de rentas de extranjeros tiene una tasa de treinta y cinco por ciento las transferencias fuera del país."
4889,"La tasa general de impuesto es de 25 % o 27,5 % del monto de la utilidad (vigente desde 2018 según el régimen tributario del contribuyente).",La tasa general de impuesto es de veinticinco o veintisiete coma cinco por ciento de la ganancia.
4890,"Se paga al fisco en el primer cuatrimestre del año siguiente al de la utilidad, aunque las empresas deben cancelar mensualmente una parte a cuenta, proceso denominado Pagos Provisionales Mensuales o PPM.",Se paga al fisco en el primer cuatrimestre del año siguiente al de la ganancia. Las empresas deben pagar mensualmente una parte a cuenta. Esto se llama Pagos Provisionales Mensuales.
4891,Al final del año se calcula el impuesto anual correspondiente y a ese monto se le restan los PPM pagados.,Al final del año se calcula el impuesto anual. Y se le restan los Pagos Provisionales Mensuales hechos.
4892,"Si queda saldo a favor del fisco, este debe cancelarse hasta el 30 de abril; si, por el contrario, queda saldo a favor de la empresa, el fisco lo devuelve debidamente reajustado de acuerdo con la variación del IPC de ese lapso, en mayo o junio de cada año.","Si queda saldo a favor del fisco, debemos pagarlo el treinta de abril. Si queda saldo a favor de la empresa, el fisco lo devuelve según la variación del Índice de precios al consumidor del período, en mayo o junio anual."
4893,Se llama también Impuesto Único a los Trabajadores (IUT).,También llamado Impuesto Único a los Trabajadores.
4894,"Tiene una tasa progresiva por tramo, donde las primeras 13,5 UTM (Unidad Tributaria Mensual) de sueldos o pensiones están exentas de pago (ingresos brutos menos descuentos previsionales).",Tiene una tasa progresiva por tramo. Las primeras trece coma cinco unidades tributarias mensuales de sueldos o pensiones no lo pagan.
4895,Los sueldos o pensiones que superen ese monto pagan impuestos con tasas desde 4 % en el segundo tramo y que aumentan progresivamente hasta llegar al 40 % en el octavo y último tramo para ingresos sobre las 120 UTM.,Los salarios superiores a ese monto pagan impuestos con tasas desde cuatro por ciento en la segunda etapa. Aumentan progresivamente hasta llegar al cuarenta por ciento en la octava y última etapa para ingresos sobre las ciento veinte unidades tributarias mensuales.
4896,PENSIONADO TRABAJADOR JUBILADO QUE RECIBE INGRESOS Y PRESTACIONES ECONÓMICAS Y SOCIALES DE ACUERDO CON LOS MONTOS Y CONDICIONES ESTABLECIDAS EN LA LEGISLACIÓN DE CADA PAÍS.,Pensionado o trabajador pensionado con ingresos y prestaciones económicas y sociales según los montos y condiciones legales de cada país.
4897,"En la práctica, las UTM se convierten en pesos de acuerdo con el valor que esta tenga en cada mes.","En la práctica, las unidades tributarias mensuales se convierten en pesos según su valor mensual."
4898,"Retenciones sobre los honorarios 
hasta hace poco, las empresas le descontaban a los trabajadores inde-pendientes el  10 %  de los ingresos (honorarios) en calidad de PPM, el que pagaban al fisco junto al IUT .",Retenciones sobre los honorarios. Las empresas le descontaban a los trabajadores independientes el diez por ciento de los ingresos en calidad de pagos provisionales mensuales. Lo pagaban al fisco con el impuesto único a los trabajadores.
4899,"Estos trabajadores debían entregar a la empresa una boleta por los honora-rios, donde se señalaba claramente el monto del total, el descuento del 10 % y la suma por recibir, además de los datos del trabajador y del destinatario.","Estos trabajadores entregaban a la empresa una factura por los honorarios. Estaban el total, el descuento del diez por ciento y la suma por recibir. También los datos del trabajador y del receptor."
4900,"En la actualidad, este trámite se hace vía electrónica a través del portal del Servicio de Impuestos Internos.","Actualmente, este trámite se hace mediante el portal del Servicio de Impuestos Internos."
4901,"Si queda saldo a favor del fisco, este se debe cancelar hasta el 30 de abril del año siguiente;","Si queda saldo a favor del fisco, este se paga hasta el treinta de abril del año siguiente."
4902,"Para 2020, la tasa de retención aumentó  a  10,75 %  para  cubrir beneficios previsionales de trabajadores independientes (salud, pensiones y accidentes).","Para dos mil veinte, la tasa de retención aumentó a diez coma setenta y cinco por ciento para cumplir beneficios estimados de trabajadores independientes."
4903,"La Ley N.133 de febrero 2019 indica que la tasa de retención aumentará progresivamente, de 10 % en 2018 hasta llegar a 17 % en 2028.",Según la Ley ciento treinta y tres de febrero dos mil diecinueve indica que la tasa de retención aumentará progresivamente. De diez por ciento en dos mil dieciocho hasta llegar a diecisiete en dos mil veintiocho.
4904,Esta tasa afecta a los honorarios de hombres trabajadores de menos de 55 años y mujeres de menos de 50 al 1 de enero de 2018.,Esta tasa afecta los honorarios de hombre menores de cincuenta y cinco años y mujeres menores de cincuenta años al primero de enero de dos mil dieciocho.
4905,"La obligación de cotizar comenzó con la declaración de impuestos de abril de 2019 por las rentas del 2018, dando cobertura por servicios previsionales, a partir de julio de 2019, a trabajadores con honorarios.",La obligación de cotizar comenzó con la declaración de impuestos de abril de dos mil diecinueve por las rentas del dos mil dieciocho. Con cobertura por servicios previsionales a trabajadores con honorarios.
4906,"Impuesto global complementario (IGC)
 es un impuesto resumen que afecta a todas las rentas de las personas provengan del capital o del trabajo.",Impuesto global complementario es un impuesto resumen sobre las rentas de las personas provenientes del capital o trabajo.
4907,"Al total de ingresos se aplica una tabla progresiva por tramos, similar a la del IUT , pero anualizada.","Al total de ingresos se aplica una tabla progresiva por etapas. Parecida a la del impuesto único a los trabajadores, pero anual."
4908,"Del impuesto así determinado se descuentan los impuestos de la primera y segunda categoría, además de las retenciones por PPM pagados durante el año.",Del impuesto calculado se restan los impuestos de la primera y segunda categoría. También las retenciones por pagos provisionales mensuales pagados durante el año.
4909,Este IGC es para nivelar aquella parte de impuestos que no se alcanzaron a cubrir con la primera y segunda categoría.,El impuesto global complementario equilibra la parte de los impuestos no cubiertos con la primera y segunda categoría.
4910,"Cada año, en los meses de marzo y abril, el Servicio de Impuestos Internos propone declaraciones digitales a los contribuyentes (declaraciones de renta precalculadas por la institución), particularmente para personas naturales y pequeñas empresas.","En marzo y abril de cada año, el Servicio de Impuestos Internos propone declaraciones digitales a los contribuyentes. Especialmente, para personas naturales y pequeñas empresas."
4911,"Si queda saldo a favor del fisco, este se debe pagar hasta el 30 de abril; si queda saldo a favor de la persona, el fisco lo devuelve en mayo o junio de cada año.","Si queda saldo a favor del fisco, se paga hasta el treinta de abril. Si queda saldo a favor de la persona, el fisco lo devuelve en mayo o junio de cada año."
4912,La Organización para la Cooperación y el Desarrollo Económicos (OCDE) ha informado sobre el lanzamiento de una campaña para mejorar la educación ﬁnanciera.,La Organización para la Cooperación y el Desarrollo Económicos ha informado sobre el lanzamiento de una campaña para mejorar la educación ﬁnanciera.
4913,Estos principios están diseñados para promover que las ﬁrmas de servicios ﬁnancieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios están diseñados para promover que las empresas de servicios ﬁnancieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.
4914,"Por otra parte, dice la misma Organización: “La educación ﬁnanciera debe ser considerada como una herramienta para promover el crecimiento económico, la conﬁanza y la estabilidad.","Por otra parte, la misma Organización dice que la educación ﬁnanciera debe ser considerada como una herramienta para promover el crecimiento económico, la conﬁanza y la estabilidad."
4915,"Programas de entrenamiento ﬁnanciero han ayudado a los consumidores a aumentar sus ahorros (en promedio más de US $1,500) y reducir sus niveles de deuda (en promedio más de US $ 2,000).",Programas de entrenamiento ﬁnanciero han ayudado a los consumidores a aumentar sus ahorros y reducir sus niveles de deuda.
4916,Muchas personas apenas subsisten un par de meses. y ¿usted?,Muchas personas apenas subsisten un par de meses.
4917,Esta es la razón por la que a este objetivo se le llama Libertad Financiera .,Este objetivo se llama Libertad Financiera por esta razón.
4918,¿Qué haría usted si el tiempo y el dinero no fueran problema?,¿Usted qué haría si el tiempo y el dinero no fueran problema?
4919,"Si la demanda disminuye, los precios bajan.",Los precios bajan si la demanda disminuye.
4920,"Cuando los inventarios ﬁnales crecen, los precios bajan.","También, los precios bajan cuando los inventarios ﬁnales crecen."
4921,"La Macroeconomía , por otro lado, es la rama de la economía especializada en estudiar el comportamiento de los grandes agregados.","Por otro lado, la Macroeconomía es la rama de la economía especializada en estudiar el comportamiento de los grandes agregados."
